상가업소번호,법정동코드,지번본번지,지번부번지,상호명,지점명,상권_코드,균등분배_전용면적,리뷰수,별점,카페_추정매출
MA010120220806911171,1154510200,1058.0,46.0,카페네,,3110735,113.87580975049607,5.0,4.725,5055653.47947397
MA010120220810186554,1141011200,101.0,2.0,쉬즈베이글,이대점,3120096,225.42166272769288,46.0,2.1,151424572.37959263
MA010120220814037978,1168010700,582.0,3.0,메가엠지씨커피,압구정역점,3120188,381.4271467331278,29.0,4.225,138260933.98152435
MA0101202409A0248885,1141010200,190.0,28.0,나이젤앤디,,3110537,35.538365769302715,9.0,5.0,3405407.565445801
MA0101202409A0211041,1168010600,989.0,,바나프레소대치은마,사거리점,3120219,352.19762071711943,8.0,1.5,118848941.35500942
MA0106202308A0624808,1168010600,989.0,,메타킹대치은마,사거리점,3120219,352.19762071711943,18.0,5.0,144167231.14317015
MA010120220814068988,1114011100,1.0,,센터커피롯데,명동점,3001492,458.24836049699496,0.0,4.42,989703198.6454983
MA010120220806179848,1114011100,1.0,,티라펠리체,,3001492,458.24836049699496,112.0,3.8,1650485998.3523254
MA0101202406A0019817,1154510300,793.0,,카페연,,3110752,97.96138123022854,0.0,,1953613.2304040843
MA0106202406A2466364,1138010300,267.0,,스타벅스,불광역8번출구,3110487,178.66159551051018,137.0,4.34,135555995.25057045
MA010120220805042101,1171010200,7.0,18.0,카페공간학,잠실점,3120227,2593.749137619396,0.0,,228291997.73999396
MA010120220810353892,1171010200,7.0,18.0,홍콩다방잠실,,3120227,2593.749137619396,87.0,4.7,374337141.2928483
MA010120220808461250,1171010200,7.0,18.0,가배장이,잠실점,3120227,2593.749137619396,9.0,3.4,243400116.0385651
MA010120220813111263,1114011300,71.0,1.0,늦은;오후,,3120022,134.3977195276348,245.0,5.0,354078106.55392164
MA010120220813896713,1141011100,299.0,12.0,엘가커피,,3130177,246.42889081352865,0.0,,
MA0101202306A0081703,1144012000,346.0,21.0,다이버시티,,3130191,102.23385549268774,78.0,4.5,198153152.24571392
MA010120220805966216,1165010100,1001.0,1.0,꽃잎,,3120168,467.36431003098545,3.0,4.7,28734877.098856587
MA010120220801071788,1165010100,1001.0,1.0,어반스토리,,3120168,467.36431003098545,0.0,4.62,27273523.645833332
MA010120220807794759,1141011700,149.0,1.0,아이스프링카페,,3110518,2696.2949560658667,8.0,4.675,
MA010120220800595309,1156011100,14.0,4.0,카페알레,,3120141,281.8464643375352,0.0,4.83,21267257.418090824
MA0101202305A0113812,1154510300,114.0,5.0,컴포즈커피금천,구청점,3110731,146.4607135170213,36.0,4.645,78878826.65657835
MA0101202310A0063417,1153010200,84.0,3.0,빅핑거,구로점,3110716,74.01760071293991,35.0,4.095,156219243.49967474
MA0101202212A0025489,1144010900,85.0,21.0,하모커피,,3110578,339.5452556083726,5.0,5.0,48296327.17265679
MA010120220813493525,1111011700,41.0,,메가엠지씨커피역점,광화문,3120003,61.62269178403844,59.0,2.1,243687019.34026024
MA010120220811790244,1138010300,308.0,14.0,빽다방연신내,사거리점,3120090,288.59416593606886,39.0,4.27,144344393.97755188
MA0101202406A0554137,1144012100,169.0,15.0,블루판다,,3130191,110.65259217326211,0.0,,155472276.5572921
MA010120220803780418,1121510100,18.0,124.0,숙이카페,,3110168,121.8885793619101,32.0,4.654999999999999,
MA010120220804037533,1121510400,258.0,8.0,리트커피,,3110178,81.46820388486,9.0,4.77,17805448.215739526
MA0101202306A0034249,1144011400,2.0,34.0,슬로우크러쉬,,3110569,107.72261184158992,0.0,,81521261.00822861
MA0101202305A0061244,1144012700,1601.0,,빽다방,상암KGIT점,3120098,463.41703172844245,15.0,4.5,69160801.5541129
MA010120220806963077,1144012700,1601.0,,파란만잔,상암점,3120098,463.41703172844245,114.0,4.3,158497328.10340655
MA010120220800883493,1144012700,1601.0,,커피사피엔스,,3120098,463.41703172844245,0.0,,55624964.198159315
MA0101202306A0028035,1144012700,1601.0,,요커,상암점,3120098,463.41703172844245,0.0,,55624964.198159315
MA010120220807206935,1144012700,1601.0,,커피하랑,,3120098,463.41703172844245,28.0,5.0,80891860.59593934
MA0101202305A0048780,1144012700,1601.0,,컴포즈커피,상암점,3120098,463.41703172844245,6.0,4.8,61039299.14054075
MA010120220813981897,1144012700,1601.0,,베란다바이윤복,,3120098,463.41703172844245,0.0,,55624964.198159315
MA010120220810114965,1144012700,1601.0,,매머드익스프레스상암,중앙점,3120098,463.41703172844245,16.0,4.005,70063190.71117647
MA0101202209A0097883,1144012700,1601.0,,청산에살어리랏다,,3120098,463.41703172844245,3.0,4.779999999999999,58332131.669350035
MA010120220808667946,1144012700,1601.0,,가루앤가루,,3120098,463.41703172844245,15.0,5.0,69160801.5541129
MA0101202209A0037644,1121510700,20.0,25.0,프루츄,,3110142,204.35103772137109,0.0,,8045758.4106803145
MA0101202406A0382048,1138010400,445.0,16.0,영다방,갈현점,3110458,100.00523990313108,0.0,,48668806.11257953
MA010120220806647746,1159010700,268.0,20.0,제일커피,,3130271,85.0852995678876,61.0,4.65,10981934.004384728
MA010120220808573642,1138010700,732.0,7.0,티니티니,,3110469,142.89413758460626,8.0,5.0,4228505.852302043
MA0106202406A2466094,1153010200,212.0,1.0,스타벅스,구로에이스,3120129,1292.0327428877863,110.0,4.04,278899514.66710913
MA010120220804722851,1153010200,212.0,1.0,바이올렛에스프레소,,3120129,1292.0327428877863,162.0,4.82,364086195.82222193
MA010120220803664985,1130510200,269.0,7.0,메리차밍,,3110381,105.45231381031037,0.0,,
MA0101202305A0122537,1165010800,1552.0,15.0,잇츠커피로스터스,,3120169,188.52338952215348,10.0,3.83,162122092.36706185
MA0101202409A0126920,1138010700,589.0,12.0,메가엠지씨커피응암,오거리점,3110461,125.67926565427437,4.0,5.0,6346159.508509612
MA010120220809740027,1171010500,175.0,10.0,카페618,,3120228,282.91638949375397,325.0,4.4,514104807.43481034
MA010120220800134661,1114011100,87.0,1.0,테라로사,,3120025,5299.824443943591,567.0,4.765000000000001,842137472.572375
MA0106202406A2466363,1168010400,47.0,2.0,스타벅스,청담역,3120209,402.4175035102005,103.0,3.79,116014900.2772848
MA0101202411A0110449,1168010100,653.0,4.0,카페무드,,3120199,451.005234175341,0.0,,214123696.060606
MA010120220803986263,1174010100,337.0,19.0,샬롬플라워카페,,3111080,103.32785557206218,0.0,4.3,72423829.20562376
MA010120220809843570,1147010100,89.0,16.0,파티세리소나,2호점,3110627,88.02365535490173,0.0,4.57,12952918.89292331
MA0101202307A0024017,1135010200,55.0,,읍천리382석계역점,,3110421,92.34808115624956,93.0,4.0,65543085.346735224
MA0101202411A0104531,1135010200,55.0,,맛있게굽는중,,3110421,92.34808115624956,0.0,,40602462.34305398
MA010120220808364357,1120012200,14.0,4.0,메가엠지씨커피답십리,로데오점,3130072,140.4640648729465,8.0,1.3,39175066.83993236
MA010120220810174621,1162010200,1638.0,1.0,탐앤탐스삼모타워신림역,,3130285,1157.6802032567005,76.0,3.335,892457483.4261444
MA010120220808210846,1171010800,102.0,15.0,카페이마고,,3111031,178.623612337183,25.0,4.755,71546433.53059667
MA0101202212A0034063,1171010800,80.0,5.0,오토갤러리라운지,,3111028,171.4719672366033,0.0,,28356007.177033495
MA010120220810356772,1171010800,80.0,5.0,어바웃타임에스앤와이,,3111028,171.4719672366033,0.0,,28356007.177033495
MA010120220808652069,1162010100,729.0,22.0,퐁퐁플라워팁스오리진,,3120151,4067.3432458911725,0.0,,616244746.8652174
MA010120220809824500,1156011000,14.0,11.0,도프커피서,여의도점,3120148,1342.0834298906607,0.0,4.6,278549784.3421081
MA0101202301A0080918,1126010100,633.0,12.0,컴포즈커피중랑면목,시장점,3130110,424.66591599602134,4.0,3.5,141083847.14519754
MA010120220812470140,1174010600,63.0,2.0,닉슈타인커피,,3111076,258.9292546756203,32.0,4.9,127990493.78122883
MA0101202409A0243007,1156011400,74.0,3.0,그랑올라,,3120138,584.4446787135631,0.0,,131148823.00166665
MA0106202201A0153435,1168010800,234.0,25.0,커피빈차병원사거리,코리아,3120194,237.76382704374237,43.0,4.535,223780561.3014975
MA0101202302A0003571,1130510200,446.0,46.0,설빙수유역,,3120076,78.01954754963832,219.0,4.109999999999999,192466730.12527728
MA0101202406A0141438,1130510200,446.0,46.0,컴포즈커피수유역점,,3120076,78.01954754963832,5.0,5.0,34266456.15986184
MA010120220806689213,1159010700,132.0,8.0,메가커피이수,태평점,3130273,155.71987789574519,0.0,,93248096.30445354
MA010120220803107732,1174010900,410.0,14.0,용호관,,3130318,55.53733627212289,145.0,4.555,196267768.1836959
MA010120220808701415,1111011700,1.0,,커피맥스,,3120003,88.57071341338103,14.0,4.734999999999999,354959139.7443259
MA0101202406A0330771,1144012700,1601.0,,구테로이테,상암점,3120098,756.1282460952511,1818.0,3.515,1717582113.4941432
MA0101202406A0375184,1144012700,1601.0,,우지커피,상암KGIT점,3120098,756.1282460952511,6.0,5.0,82452960.89495039
MA0101202406A0182386,1144012700,1601.0,,나이스카페인클럽,상암점,3120098,756.1282460952511,13.0,5.0,88769684.9943954
MA0106202406A2465178,1165010700,52.0,6.0,스타벅스,서초중앙로,3120170,311.44291548155434,121.0,3.74,800117905.9950244
MA010120220812116911,1162010200,1578.0,13.0,그리니,,3110867,87.91986504168479,77.0,4.605,
MA0101202406A0547133,1120011400,656.0,947.0,그린룸GRINROOM,,3110124,289.2595932375202,0.0,4.9,121240734.54843068
MA010120220809699448,1121510100,128.0,23.0,유유공방,,3110167,86.30957245731474,0.0,,7556045.783259971
MA010120220808133812,1132010500,75.0,5.0,누메로755,,3110398,132.58355489996038,61.0,5.0,160192945.4549074
MA010120220803577857,1117011100,111.0,9.0,스택빈,숙대점,3110069,327.745554430507,85.0,4.4,215859137.78755826
MA010120220813013105,1132010700,655.0,1.0,커피식스쥬스식스쌍문점,,3130147,231.5351426985261,16.0,4.77,30767619.59069312
MA010120220810002776,1168010100,601.0,3.0,정,,3120187,95.4218094767072,653.0,3.705,883943318.9891194
MA0101202308A0092972,1123010600,417.0,13.0,커핀테라,,3120066,254.36786253381663,12.0,4.5,63521765.478872344
MA010120220813627542,1141011100,266.0,151.0,인스텐드커피,,3110529,191.31764105765274,56.0,4.5,13070157.79296077
MA010120220808134933,1130510300,568.0,19.0,아띠랑스,,3110339,132.3194532796104,18.0,3.3,
MA010120220811818350,1165010700,817.0,,몽샹에프엔티,,3110908,771.5009297104548,0.0,,5552184.325458611
MA010120220803475326,1165010700,1053.0,,카페델씨엘로,,3110908,771.5009297104548,0.0,,7049205.424541389
MA0101202409A0075170,1144010400,292.0,20.0,마더스아뜰리에카페,,3120106,693.1187600010845,0.0,,94039499.14922291
MA010120220809149915,1141010200,476.0,,카페테바,,3120097,1973.1966614910386,33.0,4.7,416916556.36943936
MA010120220813677302,1141011700,116.0,34.0,온고,,3110508,90.42305867986357,0.0,,100637145.4121999
MA010120220808766301,1135010300,661.0,5.0,할리스,태릉입구역점,3120086,338.9421034816205,13.0,3.8,117236264.6798173
MA0101202406A0414896,1117012400,208.0,3.0,카페시율,,3120044,48.36680794752444,0.0,,20301664.416800123
MA0106202411A2376577,1117011200,47.0,28.0,찰리하우스,,3110068,49.07055547295586,51.0,4.8,105052410.996914
MA010120220806834402,1114016600,37.0,,세마카페,,3120020,3161.1444646380937,1372.0,3.8,1928754266.958618
MA010120220803192120,1144012000,358.0,119.0,듀몽드,,3130190,182.05694653882156,0.0,,386855183.7316686
MA010120220812331455,1144012400,563.0,10.0,알버트파크,,3110560,118.84265073255268,149.0,4.404999999999999,7627450.908131173
MA010120220803184746,1147010100,294.0,16.0,카페코너,,3110625,43.4192849239684,26.0,5.0,25151415.269962452
MA010120220814262975,1126010300,317.0,43.0,커피마마,중랑점,3110235,47.33327493027824,30.0,4.705,
MA0101202409A0192542,1114016500,2484.0,,달리는커피,,3110057,351.86636239795183,34.0,4.8,66762846.98316899
MA0101202305A0071499,1147010300,205.0,46.0,메가엠지씨커피서서울,호수공원점,3110596,183.65053628787126,0.0,2.0,16828387.20829459
MA0101202406A0153122,1129012500,102.0,12.0,이디야커피고대점,,3110313,70.0259613565488,17.0,3.505,99969033.81527598
MA0101202307A0105227,1168010700,545.0,18.0,에어드랍커피,,3120186,207.25887804240114,112.0,5.0,149473893.76495922
MA010120220801044204,1168010600,946.0,1.0,글라스커피,,3120222,1192.785563378238,13.0,4.035,474485197.32889694
MA0101202308A0030431,1117011100,109.0,20.0,메가엠지씨커피숙명여대점,,3110069,93.43055748097544,0.0,2.4,77413091.90494226
MA0101202307A0037550,1150010300,1117.0,13.0,풀업커피강서,구청점,3120122,240.86159823022544,2.0,5.0,41878777.57187843
MA0101202406A0347666,1156010700,50.0,5.0,나다운카페,,3110782,117.34206620125364,2.0,5.0,564283.8618867582
MA0101202309A0066339,1168010600,907.0,12.0,벤티프레소강남,대치점,3120211,723.5464517944977,0.0,4.56,134392990.3759649
MA010120220813755003,1168010100,700.0,31.0,카페봄,,3130306,208.34918050932413,131.0,4.4,136971367.2498566
MA0101202406A0400466,1144012100,113.0,24.0,데스칸소,,3110564,41.85991764609173,0.0,,27356688.31984743
MA0101202406A0317880,1144012100,113.0,24.0,요거덴티티,,3110564,41.85991764609173,9.0,5.0,28273046.03733998
MA0101202210A0086863,1150010300,469.0,12.0,커피레터,,3110670,90.66424767845015,6.0,5.0,13302839.712169612
MA010120220800261198,1114011400,52.0,1.0,올리브,,3120022,52.73304307566134,0.0,4.6,97041870.17850108
MA010120220802836506,1114013900,62.0,11.0,로이터,,3110042,276.1525787564712,0.0,4.23,
MA0101202411A0047032,1174010800,534.0,,카페희희,,3111050,226.0108393619933,0.0,4.95,35828486.27101189
MA010120220814143494,1129011600,2.0,12.0,빽다방성신여대입구역점,,3120072,112.25656053975507,20.0,4.6,316260231.4671249
MA010120220808809992,1123010400,103.0,275.0,여느일,,3110207,79.26426709567271,61.0,4.8149999999999995,97281133.07891114
MA010120220803795562,1120010300,426.0,,키친보리에,,3110114,65.72182407863852,0.0,,
MA010120220809809879,1156013200,451.0,20.0,카페심플,,3110815,123.24643515764302,9.0,4.8149999999999995,49733159.6815395
MA0101202310A0060575,1174010800,444.0,13.0,이드커피,,3111062,100.57622268984312,176.0,4.7,128649944.13755947
MA0101202308A0015238,1168010100,837.0,8.0,해머스미스커피뱅뱅,사거리점,3120192,109.7940578060216,9.0,5.0,154733437.83748958
MA010120220804965193,1130510100,52.0,11.0,메가엠지씨커피미아방천,시장점,3130143,94.97288775578694,0.0,,41835964.0
MA0106202406A2465636,1138010900,338.0,4.0,스타벅스,새절역,3110452,695.7469954531782,133.0,4.29,9857871.479760408
MA010120220803523242,1114016200,355.0,8.0,퍼시픽세일즈주,,3120038,171.12334955093772,0.0,,58334992.47527523
MA010120220803672587,1150010200,664.0,11.0,커피내풀로,,3110660,597.7222871841723,30.0,4.415,83672505.5734473
MA0101202305A0148952,1168010700,581.0,,해머스미스커피,압구정역점,3120188,118.46397143564904,154.0,4.4,212884771.05294612
MA0101202411A0175317,1168010700,581.0,,제로쓰로,,3120188,118.46397143564904,64.0,4.7,115188482.10074566
MA010120220805492068,1129013900,384.0,19.0,하이히얼,,3110335,63.38175957199206,9.0,5.0,71984471.39075546
MA0101202406A0273434,1114012500,50.0,3.0,오커피랩충무로점,,3120030,196.0902844289965,0.0,,117329847.89692555
MA010120220802287453,1171011400,184.0,1.0,카페그라치아,,3111046,293.58921449245213,25.0,4.609999999999999,248989742.73556963
MA010120220806793213,1156013300,978.0,13.0,해피데이,,3110789,1148.657533921551,0.0,4.24,123539893.92609374
MA010120220811888060,1123010800,42.0,57.0,에이유,,3120064,102.15593549236632,0.0,4.75,277782759.92963064
MA0101202409A0193109,1150010600,698.0,9.0,카페일리터내,발산점,3110645,272.0480171510928,0.0,,100742038.66500838
MA0101202306A0049557,1156010900,92.0,,이디야영등포knk점,,3120144,1342.1698646198222,0.0,4.56,28565187.471264374
MA010120220808001500,1171010100,180.0,9.0,벌툰,잠실새내점,3120225,325.24077727734954,0.0,3.9,259080062.6043791
MA010120220811047908,1171010700,78.0,,유어마이커피,,3120237,1073.1509888454955,16.0,5.0,136909401.7861515
MA010120220812815946,1171010700,78.0,,컴포즈커피,,3120237,1073.1509888454955,7.0,4.4,123999200.33126777
MA010120220813987176,1171010700,78.0,,크리스마스빈경찰병원,,3120237,1073.1509888454955,33.0,4.845000000000001,161295337.86759853
MA0101202301A0083580,1156012600,33.0,37.0,선데이,,3110757,97.0265276346788,124.0,4.9,133211169.7623663
MA010120220813074806,1111017500,217.0,19.0,디엠커피,,3110036,453.3147130606412,0.0,4.72,
MA010120220801844140,1168010100,626.0,31.0,애니원에프앤씨,,3110958,149.53075121352813,0.0,4.63,39116548.300000004
MA0101202409A0183121,1123010900,154.0,15.0,삼시커피,,3110224,170.14221288439674,38.0,5.0,10724988.699768769
MA010120220804977726,1168010700,563.0,22.0,커피식스쥬스식스강남을지병원,사거리점,3120190,82.89823750429886,0.0,,28763088.80038447
MA0101202406A0104082,1156011400,39.0,2.0,카페초가오,영등포점,3120138,71.6086115846668,0.0,,76637282.17112775
MA010120220810362364,1117010500,98.0,5.0,데이원커피바,,3120045,52.716370386069585,219.0,4.7,181880408.92813057
MA010120220809633335,1171011100,193.0,17.0,빌러브드,,3111021,177.21290592060777,0.0,,33325460.310912456
MA010120220813276998,1153010700,279.0,30.0,컨피덴셜,,3110702,197.15514864090565,44.0,4.7,20492587.194486775
MA010120220805268554,1121510300,593.0,11.0,티문도,,3110173,130.59905285100365,0.0,,61899729.50042174
MA010120220803671103,1121510300,593.0,11.0,내음카페,,3110173,130.59905285100365,111.0,4.0,206689216.44404194
MA010120220811894096,1121510300,593.0,11.0,커피쿡강변역점,,3110173,130.59905285100365,7.0,4.0,71030598.0464158
MA010120220813884179,1150010600,677.0,12.0,컴포즈커피내,발산점,3110649,109.15237146212272,4.0,5.0,86854129.00373352
MA0101202406A0411921,1130510300,177.0,6.0,인생은한방차,,3130139,243.7447061341304,0.0,,20863451.1509101
MA010120220808069257,1162010100,66.0,69.0,테디스러브,,3110897,71.49333338718276,0.0,,240274.19361553728
