상가업소번호,상호명,지점명,TRDAR_CD,법정동코드,지번본번지,지번부번지,건물관리번호,지번,고유번호,연면적,건축물면적(㎡),커버건축물면적,커버연면적
MA010120220800337158,세원,,3120146,1156010300,94,117,1156010300100940117033801,94-117,1.15601030010094e+18,1302.48,325.62,325.62,1302.48
MA010120220804928018,시니어카페카리스,,3110837,1159010200,493,10,1159010200101340162019805,493-10,1.15901020010493e+18,2440.4,817.15,817.15,2440.4
MA0101202305A0144330,썸머스테어,,3120156,1159010700,147,110,1159010700101470110009735,147-110,1.1590107001014702e+18,414.2,103.55,103.55,414.2
MA010120220800436656,빽다방노량진학원점,,3130265,1159010100,119,155,1159010100101190155032684,119-155,1.1590101001011901e+18,127.65,49.91,49.91,127.65
MA0101202406A0360974,빙동댕,개포점,3130310,1168010300,186,1,1168010300101860001019917,186-1,1.16801030010186e+18,7720.96,801.82,801.82,7720.96
MA010120220803457302,로쏘,,3120005,1111013900,40,1,1111013900100400001026904,40-1,1.1110139001004e+18,42.98,0.0,0.0,42.98
MA010120220809973260,메가엠지씨커피발산,중앙점,3110649,1150010600,703,0,1150010600107030000008168,703,1.15001060010703e+18,206.28,87.27,87.27,206.28
MA010120220809306922,템포컴퍼니,,3120164,1165010100,876,21,1165010100108760021009619,876-21,1.16501010010876e+18,160.1,71.51,71.51,160.1
MA010120220814269484,오소리커피,,3110482,1138010300,451,4,1138010300104510004044275,451-4,1.13801030010451e+18,279.57,63.63,63.63,279.57
MA010120220803767369,이디도커피,코리아,3120056,1121510300,246,34,1121510300102460034009295,246-34,1.12151030010246e+18,87.27,72.36,72.36,87.27
MA010120220803539096,루루홀릭,,3110525,1141011800,48,11,1141011800100480011013462,48-11,1.14101180010048e+18,299.93,66.9,66.9,299.93
MA0106202406A2465403,스타벅스,북촌로,3120007,1111014800,101,14,,101-14,1.11101480010101e+18,199.92,107.55,107.55,199.92
MA0101202411A0017749,카페1532,천호점,3130322,1174010900,210,14,1174010900102100014009197,210-14,1.1740109001021e+18,574.02,92.99,92.99,574.02
MA010120220803418094,지유명차,화곡점,3110669,1150010300,1128,2,1150010300111280002014843,1128-2,,,,,
MA010120220803644004,쎄븐,,3110200,1123010700,359,0,1123010700103590000013067,359,1.12301070010359e+18,960.76,170.36,170.36,960.76
MA0101202406A0281010,런치백,,3110183,1123010200,782,0,1123010200107820000000260,782,1.12301020010782e+18,355.7,0.0,0.0,355.7
MA010120220806385522,니르코브,,3110089,1117013200,195,0,1117013200101950000003688,195,1.11701320010195e+18,230.76,74.44,74.44,230.76
MA0101202306A0003483,카페수,,3110325,1129013800,234,20,1129013800102340020012402,234-20,1.12901380010234e+18,477.9,112.5,112.5,477.9
MA010120220813385373,니토,,3110433,1135010300,513,39,1135010300105130039015885,513-39,1.13501030010513e+18,267.47,79.75,79.75,267.47
MA010120220805295162,아카,,3120248,1174010100,312,58,1174010100103120058019235,312-58,1.1740101001031201e+18,999.8,0.0,0.0,999.8
MA010120220813246870,파브스커피,,3110452,1138010900,341,1,1138010900103410001013890,341-1,1.13801090010341e+18,251.98,85.04,85.04,251.98
MA0101202406A0096804,주캉틴파리공원점,,3120114,1147010200,905,34,1147010200109050034000001,905-34,1.14701020010905e+18,9390.83,524.25,262.125,4695.415
MA0101202308A0041457,요거프레소,,3120114,1147010200,905,34,1147010200109050034000001,905-34,1.14701020010905e+18,9390.83,524.25,262.125,4695.415
MA010120220804200830,에버에버에프터,,3110839,1159010200,507,24,1159010200105070024019983,507-24,1.15901020010507e+18,797.85,141.57,141.57,797.85
MA010120220810000787,로익스커피,,3110572,1144011100,91,389,1144011100100910389007916,91-389,1.1440111001009103e+18,419.31,84.42,84.42,419.31
MA010120220800807828,카페로뎀,,3110425,1135010500,436,3,1135010500104360003002241,436-3,1.1350105001043601e+18,7130.39,846.32,846.32,7130.39
MA0106202406A2465588,스타벅스,현대신촌,3120094,1141011600,30,33,,30-33,1.1410116001003e+18,62877.27,3613.05,602.1750000000001,10479.545
MA0101202411A0168814,매트블랙커피,신촌점,3120094,1141011600,30,33,1141011600100300033022842,30-33,1.1410116001003e+18,62877.27,3613.05,602.1750000000001,10479.545
MA010120220805237669,통인동커피공방신촌로스팅라이브러리,,3120094,1141011600,30,33,1141011600100300033022842,30-33,1.1410116001003e+18,62877.27,3613.05,602.1750000000001,10479.545
MA0101202411A0021811,카페아페쎄,신촌점,3120094,1141011600,30,33,1141011600100300033022842,30-33,1.1410116001003e+18,62877.27,3613.05,602.1750000000001,10479.545
MA0101202406A0541753,디비더블유디,,3120094,1141011600,30,33,1141011600100300033022842,30-33,1.1410116001003e+18,62877.27,3613.05,602.1750000000001,10479.545
MA0101202305A0135919,대원미디어팝퍼블,신촌점,3120094,1141011600,30,33,1141011600100300033022842,30-33,1.1410116001003e+18,62877.27,3613.05,602.1750000000001,10479.545
MA0101202305A0026994,테이큰커피,,3110840,1159010500,190,20,1159010500101900020017870,190-20,1.1590105001019e+18,170.59,42.7,42.7,170.59
MA010120220812166796,컴스고스,,3120188,1168010700,578,1,1168010700105780001010065,578-1,1.16801070010578e+18,1043.26,205.48,205.48,1043.26
MA010120220803096271,알디파트너스투자3호,,3110120,1120011400,685,271,1120011400106850271027697,685-271,1.1200114001068503e+18,289.69,0.0,0.0,289.69
MA010120220806686608,엠커피,,3110057,1114016500,950,1,1114016500109500001003322,950-1,1.1140165001095e+18,0.0,0.0,0.0,0.0
MA0101202406A0105367,더벤티거여역점,,3120241,1171011300,27,4,1171011300100270004022486,27-4,1.17101130010027e+18,1274.67,196.37,196.37,1274.67
MA010120220808802471,로진,,3130261,1159010200,322,19,1159010200103220019026011,322-19,1.15901020010322e+18,2773.99,368.35,368.35,2773.99
MA010120220805125884,커피에그리다,,3110579,1144010700,347,0,1144010700103470000022120,347,1.14401070010347e+18,327.39,63.89,63.89,327.39
MA010120220812729304,베이크베이크,,3110102,1120011300,291,5,1120011300102910005010297,291-5,1.12001130010291e+18,187.44,0.0,0.0,187.44
MA0101202406A0244567,홍콩티,,3130032,1114013400,197,0,1114013400101970026015081,197,,,,,
MA010120220803495898,계화커피숍,,3130032,1114013400,197,0,1114013400101970026015081,197,,,,,
MA0101202411A0031939,빽다방대림,성모점,3130260,1159010900,607,5,1159010900106070005003070,607-5,1.15901090010607e+18,2195.7,494.88,494.88,2195.7
MA010120220800925698,달리는커피경희대점,,3130098,1123010800,346,15,1123010800103460015010759,346-15,1.12301080010346e+18,332.06,56.7,56.7,332.06
MA0101202211A0087493,빽다방보라매타운점,,3120151,1162010100,729,24,1162010100107290024000002,729-24,1.16201010010729e+18,56478.91,1935.33,1935.33,56478.91
MA010120220806782515,커피볶는중카페김쌤,,3110021,1111017100,129,1,1111017100101290001007656,129-1,1.11101710010129e+18,267.56,88.18,88.18,267.56
MA0101202303A0046840,커튼콜,,3120202,1168010400,78,1,1168010400100780001017250,78-1,1.16801040010078e+18,1148.23,343.7,343.7,1148.23
MA010120220812233842,감연,,3111010,1171010500,156,6,1171010500101560006009560,156-6,1.17101050010156e+18,391.32,0.0,0.0,391.32
MA010120220811858271,메가커피상계역점,,3110431,1135010600,154,22,1135010600101540022010063,154-22,1.13501060010154e+18,612.5,122.92,122.92,612.5
MA010120220804603915,카페플로리,,3110464,1138010400,485,2,1138010400104850002030711,485-2,1.13801040010485e+18,329.94,102.03,102.03,329.94
MA010120220811871626,카페별미당,,3110109,1120010900,1763,0,1120010900117630000016174,1763,1.12001090011763e+18,332.69,0.0,0.0,332.69
MA010120220803925565,피.알.오,,3130228,1153010200,736,102,1153010200107360102000001,736-102,,,,,
MA010120220809716549,번트시에나,,3110150,1121510100,615,1,1121510100106150001005219,615-1,1.12151010010615e+18,490.18,102.68,102.68,490.18
MA010120220814164042,레이먼드,,3110554,1144012000,474,26,1144012000104740026011401,474-26,1.14401200010474e+18,161.35,82.64,82.64,161.35
MA010120220805284168,카페1211,,3120076,1130510200,446,13,1130510200104460013016363,446-13,1.13051020010446e+18,37155.6,1190.86,1190.86,37155.6
MA0101202302A0061832,카페유노이아,,3110450,1138010800,71,12,1138010800100710012015859,71-12,,,,,
MA010120220813162571,메가샵크로플,역촌점,3110450,1138010800,71,12,1138010800100710012015859,71-12,,,,,
MA010120220800447798,카페커피상상,,3130265,1159010100,118,27,1159010100101180027032756,118-27,1.15901010010118e+18,120.76,54.94,54.94,120.76
MA0101202209A0089424,늘,,3110285,1129010100,58,14,1129010100100580014000374,58-14,1.12901010010058e+18,53.42,0.0,0.0,53.42
MA010120220813468220,방그레커피,,3110582,1144010800,3,35,1144010800100030035004332,3-35,1.1440108001000301e+18,1162.15,232.43,232.43,1162.15
MA0101202406A0202667,필드로스터스,,3110661,1150010300,995,11,1150010300109950011015796,995-11,1.15001030010995e+18,309.88,101.68,101.68,309.88
MA010120220810104248,더카페,천호점,3111056,1174010900,452,33,1174010900104520033022702,452-33,,,,,
MA0101202301A0081601,버터럼,,3110896,1162010100,37,2,1162010100100370002036173,37-2,1.16201010010037e+18,132.88,66.44,66.44,132.88
MA010120220804325160,이곳에,,3110126,1120011400,10,4,1120011400100100004000002,10-4,1.1200114001001e+18,492.0,246.0,246.0,492.0
MA010120220802646959,지하실,,3110259,1126010100,600,9,1126010100106000009025971,600-9,1.126010100106e+18,429.26,90.36,90.36,429.26
MA010120220810171818,애기보살,,3130303,1168010800,145,8,1168010800101450008008352,145-8,1.16801080010145e+18,630.87,108.23,108.23,630.87
MA010120220805832680,이디야망리단길점,,3110544,1144012300,399,5,1144012300103990005025090,399-5,,,,,
MA010120220801073566,제이스커피랩,,3120191,1168010800,58,3,1168010800100580012006758,58-3,1.16801080010058e+18,15231.88,1424.26,1424.26,15231.88
MA010120220809600069,몰랑케이크,,3110612,1147010100,963,15,1147010100109630015021382,963-15,1.14701010010963e+18,413.08,94.31,94.31,413.08
MA0101202210A0088702,메가엠지씨커피대학로마로니에공원점,,3110023,1111016600,72,24,1111016600100780004009669,72-24,1.11101660010072e+18,107.68,53.84,53.84,107.68
MA010120220814115504,이디야커피강남,대치점,3120211,1168010600,907,7,1168010600109070018028211,907-7,1.16801060010907e+18,3546.57,470.72,470.72,3546.57
MA0101202311A0024028,에그브라운,신림점,3110880,1162010200,1411,9,1162010200114110023020981,1411-9,1.16201020011411e+18,1240.18,196.38,196.38,1240.18
MA0101202212A0036025,내방커피,,3110914,1165010100,853,13,1165010100108530013027458,853-13,1.16501010010853e+18,167.58,86.2,86.2,167.58
MA0101202211A0035041,언스윗데이,,3111071,1174010500,370,15,1174010500103700015002579,370-15,1.1740105001037e+18,326.65,95.48,95.48,326.65
MA010120220814031278,청자다방,,3120091,1138010700,103,1,1138010700101030001024819,103-1,1.13801070010103e+18,1423.35,0.0,0.0,711.675
MA0101202308A0048147,스위트커피,,3120091,1138010700,103,1,1138010700101030001024819,103-1,1.13801070010103e+18,1423.35,0.0,0.0,711.675
MA010120220804390158,디드릭,노원점,3120081,1135010500,713,0,1135010500107130000007605,713,1.13501050010713e+18,85498.38,5477.0,1095.4,17099.676
MA010120220806471809,커피스미스노원롯데,,3120081,1135010500,713,0,1135010500107130000007605,713,1.13501050010713e+18,85498.38,5477.0,1095.4,17099.676
MA0106202206A0966721,공차롯데시네마노원점,코리아,3120081,1135010500,713,0,1135010500107130000007605,713,1.13501050010713e+18,85498.38,5477.0,1095.4,17099.676
MA010120220804361293,엔제리너스롯데시네노원,,3120081,1135010500,713,0,1135010500107130000007605,713,1.13501050010713e+18,85498.38,5477.0,1095.4,17099.676
MA010120220805087154,백미당롯데,노원점,3120081,1135010500,713,0,1135010500107130000007605,713,1.13501050010713e+18,85498.38,5477.0,1095.4,17099.676
MA0101202310A0099127,드디어커피경찰청점,,3110539,1141010400,209,0,1141010400100310009000001,209,1.14101040010209e+18,51520.7,4437.28,2218.64,25760.35
MA010120220814259845,드디어커피경찰청점,,3110539,1141010400,209,0,1141010400100310009000001,209,1.14101040010209e+18,51520.7,4437.28,2218.64,25760.35
MA0106202408A0424338,아트스페이스와이,,3110954,1168010100,621,22,1168010100106210022023344,621-22,1.16801010010621e+18,440.82,146.94,146.94,440.82
MA0101202309A0011901,메가엠지씨커피방학,중앙점,3110403,1132010600,687,34,1132010600106870034002961,687-34,1.13201060010687e+18,341.13,80.67,80.67,341.13
MA010120220804127125,삼포통상주,,3111030,1171011200,40,7,1171011200100400007014046,40-7,,,,,
MA010120220804458062,프레스카,,3120205,1168011800,517,11,1168011800105170011000001,517-11,1.16801180010517e+18,1245.76,234.28,234.28,1245.76
MA0101202406A0239960,파란나무,,3130277,1162010200,542,26,1162010200105420026008311,542-26,1.16201020010542e+18,184.16,72.76,72.76,184.16
MA010120220812657788,메가엠지씨커피청계천점,,3110055,1114016500,2545,2,1114016500101630002000001,2545-2,1.11401650012545e+18,3056.93,708.64,708.64,3056.93
MA0106202406A2465110,스타벅스,사당역,3130274,1159010700,1031,27,,1031-27,1.1590107001103101e+18,1715.81,302.35,302.35,1715.81
MA010120220807159891,그레이스카페,,3130323,1174010800,427,44,1174010800104270044004682,427-44,1.17401080010427e+18,554.54,127.24,127.24,554.54
MA010120220812442151,레드라인,,3110351,1130510300,413,32,1130510300104130032003088,413-32,1.13051030010413e+18,121.62,59.11,59.11,121.62
MA0101202210A0016993,봉명동내커피,,3110582,1144010900,9,107,1144010900100090107020398,9-107,1.1440109001000901e+18,157.36,0.0,0.0,157.36
MA010120220802978179,매머드익스프레스,시흥동점,3110755,1154510300,262,1,1154510300102620001000001,262-1,1.15451030010262e+18,825.17,212.36,212.36,825.17
MA0101202209A0009916,메가엠지씨커피곰달래,사거리점,3130203,1147010300,116,33,1147010300101160033015094,116-33,1.1470103001011601e+18,480.78,120.96,120.96,480.78
MA0101202303A0034310,메가엠지씨커피청구신당점,,3130051,1114016200,291,29,1114016200102910029003519,291-29,1.1140162001029101e+18,1815.41,0.0,0.0,1815.41
MA010120220809815419,빽다방고덕역점,,3120249,1174010100,47,6,1174010100100470006018717,47-6,1.17401010010047e+18,4992.88,537.5,268.75,2496.44
MA010120220810329365,만화까페벌툰,고덕점,3120249,1174010100,47,6,1174010100100470006018717,47-6,1.17401010010047e+18,4992.88,537.5,268.75,2496.44
MA010120220811778112,빙고앤샐러드,,3130098,1123011000,339,4,1123011000103390004100013,339-4,1.12301100010339e+18,414.62,142.35,142.35,414.62
MA0101202305A0130116,엠아이피,,3110435,1135010300,440,16,1135010300104400016014071,440-16,1.1350103001044e+18,1722.23,283.33,283.33,1722.23
MA010120220810197408,알레싸,,3110390,1132010600,668,32,1132010600106680032002128,668-32,1.13201060010668e+18,2016.14,322.18,322.18,2016.14
MA010120220800160555,소성,,3110492,1138011400,194,4,1138011400199910410000001,194-4,1.13801140010194e+18,256.72,92.76,92.76,256.72
MA010120220803576014,아지트,,3120181,1165010200,80,6,1165010200100800006005712,80-6,1.1650102001008e+18,1018.86,165.02,165.02,1018.86
MA0101202307A0029579,카페인코너,,3110254,1126010100,347,27,1126010100103470027025200,347-27,1.1260101001034701e+18,278.99,64.6,64.6,278.99
MA010120220806567953,커피스마일,,3110441,1135010600,89,3,1135010600100890003010960,89-3,1.13501060010089e+18,91.81,37.36,37.36,91.81
MA010120220810237030,트립티,,3110968,1168010800,254,0,1168010800102540000006669,254,1.16801080010254e+18,8601.1,2038.0,2038.0,8601.1
MA0101202311A0012499,아띠피네,,3110968,1168010800,253,1,1168010800102530001000001,253-1,1.16801080010253e+18,1240.14,269.85,269.85,1240.14
MA010120220800167379,탐앤탐스대한항공서소문점,,3120020,1114016600,41,3,1114016600100410003022342,41-3,1.11401660010041e+18,28287.68,1216.19,1216.19,28287.68
MA0101202303A0079682,트리클,,3120094,1141011600,30,8,1141011600100300008022720,30-8,1.1410116001003e+18,298.98,0.0,0.0,149.49
MA010120220800962047,그랑,,3120104,1144012100,197,39,1144012100101970039022017,197-39,1.14401210010197e+18,759.59,117.1,117.1,759.59
MA010120220806635801,청연,,3111089,1174010300,283,0,1174010300102830000022733,283,1.17401030010283e+18,837.56,143.58,143.58,837.56
MA010120220803366445,코호,,3110583,1144010200,318,0,1144010200103180000129302,318,1.14401020010318e+18,133.69,53.21,53.21,133.69
MA010120220812960815,스트라이프커피컴퍼니,,3120208,1168010400,117,39,1168010400101170039027288,117-39,1.16801040010117e+18,451.23,130.01,130.01,451.23
MA010120220800199512,에프알씨스위트롤,,3110569,1144012100,186,16,1144012100101860016011978,186-16,1.14401210010186e+18,492.26,101.39,101.39,492.26
MA010120220808486620,와프트커피,,3110495,1141011900,312,15,1141011900103120015000865,312-15,1.14101190010312e+18,624.87,0.0,0.0,624.87
MA010120220803760970,바리스터코난&라나,,3130067,1120010400,69,0,1120010400100690000000001,69,1.12001040010069e+18,37003.41,4347.65,2173.825,18501.705
MA010120220803902005,커피앤,,3120072,1129011600,3,9,1129011600100030009045111,3-9,1.12901160010003e+18,504.5,94.86,94.86,504.5
MA0106202201A0153481,커피빈혜화역1번출구점,코리아,3120012,1111016800,1,33,1111016800100010033009792,1-33,1.11101680010001e+18,1411.23,201.57,201.57,1411.23
MA010120220810039391,호호,,3110621,1147010200,408,58,1147010200104080058021030,408-58,1.14701020010408e+18,328.44,74.12,74.12,328.44
MA010120220813971579,엠엠티에이치소공점108호,,3001492,1114011100,25,0,1114011100100250000022331,25,1.11401110010025e+18,272.0,0.0,0.0,272.0
MA010120220809923227,떼뚜,,3110098,1117013100,32,78,1117013100100320078000001,32-78,1.1170131001003201e+18,137.66,53.19,53.19,137.66
