상가업소번호,상호명,지점명,TRDAR_CD,TRDAR_CD_N,도로명주소,estimated_population,estimated_population_total
MA0101202311A0095595,한강에스프레소상수점,,3110561,상수역 4번,서울특별시 마포구 와우산로7길 33,65014,65014
MA0101202308A0093110,투썸플레이스서대문연희점,,3120093,연희동,서울특별시 서대문구 연희로 105,15665,15665
MA0101202406A0004077,발루토오목눈이,,3130290,영림시장,서울특별시 관악구 장군봉1길 32,37687,37687
MA0101202211A0097382,카페비스킷,,3110084,경리단길북측,서울특별시 용산구 회나무로13가길 22,55631,55631
MA010120220804723787,커피무드,,3110472,연신내역 4번,서울특별시 은평구 연서로24길 6,133208,133208
MA010120220803493960,하이디하우스,,3110054,청구역 3번,서울특별시 중구 다산로14길 17,158484,158484
MA0101202409A0067006,이디야커피,쌍문역점,3130146,쌍문시장(쌍문역골목시장),서울특별시 도봉구 도봉로117길 4,139669,139669
MA010120220802920978,은하수,,3130139,강북종합전통시장(강북종합골목시장),서울특별시 강북구 도봉로95길 21,100823,100823
MA010120220803497179,E&B인터내셔널,,3120035,퇴계로5가,서울특별시 중구 마른내로12길 7-4,105797,105797
MA010120220802648415,이디씨,,3110462,갈현건영아파트,서울특별시 은평구 갈현로41길 12-4,266477,266477
MA0101202305A0038220,뚜뚜빵빵,,3110176,해오름공원,서울특별시 광진구 영화사로5길 11,112733,112733
MA0101202406A0356398,카페다올,,3110341,북한산우이역 2번,서울특별시 강북구 삼양로173길 31-6,32951,32951
MA010120220813836300,빽다방동양미래대점,,3110706,그라운드 고척,서울특별시 구로구 경인로47길 23,28287,28287
MA0101202406A0487698,투썸플레이스,개봉역점,3110703,개봉역,서울특별시 구로구 남부순환로97길 20-1,80457,80457
MA0101202209A0053829,서울큐라스카페,,3120086,태릉입구역,서울특별시 노원구 동일로174길 27,22471,89884
MA010120220808521980,파란동그라미사회적협동조합,,3120086,태릉입구역,서울특별시 노원구 동일로174길 27,22471,89884
MA010120220813228729,나도셰프다협동조합,,3120086,태릉입구역,서울특별시 노원구 동일로174길 27,22471,89884
MA010120220804246219,거장SR,,3120086,태릉입구역,서울특별시 노원구 동일로174길 27,22471,89884
MA0101202302A0046210,왓더훅,,3110378,송중동주민센터,서울특별시 강북구 오패산로30길 55,179999,179999
MA010120220800884569,코나빈스,,3110600,신월7동주민센터,서울특별시 양천구 지양로 72,220615,220615
MA0101202406A0334997,카페요아정,오목교점,3110625,신정2동주민센터,서울특별시 양천구 신목로5길 13,48385,48385
MA010120220808623962,이디야고대개운점,,3110312,안암역 2번,서울특별시 성북구 개운사길 30,32414,32414
MA010120220803413305,틴패낼리,,3110605,목동센트럴아이파크앞,서울특별시 양천구 남부순환로79길 9,10996,10996
MA0101202406A0175194,카페42,,3120174,논현역 5번,서울특별시 서초구 신반포로43길 23-6,107876,107876
MA010120220808370362,샌드커피논탄토,,3120186,가로수길,서울특별시 강남구 도산대로17길 35,28431,28431
MA010120220800101358,플,,3110958,역삼역 4번,서울특별시 강남구 봉은사로20길 48,101905,101905
MA010120220808707874,제뉴어리퍼스트,,3110415,수락산역 4번,서울특별시 노원구 동일로241가길 18,116654,116654
MA0106202408A2122373,디키커피,신림점,3130285,서원동상점가,서울특별시 관악구 남부순환로 1606,46175,46175
MA010120220812422104,꼼데푸생,,3110464,연신내역 5번,서울특별시 은평구 연서로27길 19,51452,51452
MA010120220800216018,먼스스컬프쳐,,3110548,마포구청역 4번,서울특별시 마포구 성산로2길 21-31,232521,232521
MA010120220809278555,로스터리카페달공장,,3120176,논현역 4번,서울특별시 서초구 주흥길 78,126079,126079
MA010120220812918350,카페하랑,,3110827,NH농협은행 상도동지점,서울특별시 동작구 상도로 140,177399,177399
MA010120220813856392,디저트라인업,,3120073,미아사거리,서울특별시 성북구 동소문로 304,23180,23180
MA010120220806939951,슬슬커피,,3110421,석계역 1번,서울특별시 노원구 석계로11길 35,42140,42140
MA010120220804227283,더플라잉팬주,,3110833,상도역 2번,서울특별시 동작구 상도로34길 7,113796,113796
MA010120220814052240,카페틈이있는곳,,3120105,상수역(홍대),서울특별시 마포구 독막로15길 5,17713,17713
MA010120220809333599,텐퍼센트스페셜티커피,태평로점,3120022,북창동(시청역_6번),서울특별시 중구 세종대로 70,46754,46754
MA0101202210A0101804,심재,,3120221,봉은사역,서울특별시 강남구 영동대로106길 9,17942,17942
MA010120220813035140,이지에프에스,,3110123,마장역 3번,서울특별시 성동구 마조로16길 23,270049,270049
MA010120220813034118,테라코타,,3110144,어린이대공원역 4번,서울특별시 광진구 능동로 169,43141,43141
MA010120220814073263,코인커피,,3120215,포스코사거리,서울특별시 강남구 테헤란로79길 9,38300,38300
MA0101202308A0010964,델리마이크,,3110081,해방촌 남동측,서울특별시 용산구 신흥로7길 58-1,54465,54465
MA0101202306A0000949,까페하복,,3130273,남성사계시장(남성시장),서울특별시 동작구 동작대로27길 57,104548,104548
MA010120220814264936,카페숲,,3110477,은평세무서,서울특별시 은평구 은평로13길 10,39907,39907
MA0101202301A0096406,카페엠엠티,,3110569,홍대땡땡거리,서울특별시 마포구 신촌로10길 22,32495,32495
MA010120220806848498,카페와로또,,3130072,성동용답상가시장,서울특별시 성동구 용답19길 11,62360,62360
MA010120220813493798,옥루몽신촌,본점,3110524,연희세브란스병원,서울특별시 서대문구 연대동문길 18,37152,37152
MA0106202201A0636244,탐앤탐스홍대파크점,,3120103,홍대입구역(홍대),서울특별시 마포구 잔다리로 16,20706,20706
MA010120220803653785,커피애드립,,3110219,삼육보건대학교,서울특별시 동대문구 망우로12가길 2,63893,63893
MA010120220808477793,이니스,,3120247,굽은다리역,서울특별시 강동구 양재대로 1581,55449,55449
MA010120220814031124,펠롱,,3110049,장충단 고개,서울특별시 중구 다산로19길 9,45397,45397
MA010120220806971660,더벤티혜화로점,,3110024,혜회동주민센터,서울특별시 종로구 혜화로 20,30727,30727
MA0101202409A0088211,빽다방광진화양,삼거리점,3120054,어린이대공원역,서울특별시 광진구 광나루로 370,58832,58832
MA0101202406A0280763,투썸플레이스구로디지털역깔깔,거리점,3120130,구로디지털단지역,서울특별시 구로구 디지털로32길 97-39,66225,66225
MA010120220804280353,커피앰비언스,,3120239,오금역,서울특별시 송파구 송이로17길 51,41703,41703
MA0106202406A2464912,스타벅스,한남동R,3110099,유엔빌리지길,서울특별시 용산구 독서당로 94,120351,120351
MA010120220807164921,니드스윗,송파점,3111013,송파나루역 1번(송리단길),서울특별시 송파구 백제고분로45길 22-1,41624,41624
MA010120220806543290,로스터리노드,,3110136,경수초등학교,서울특별시 성동구 연무장길 110,35329,35329
MA010120220806999036,릴리우드,,3110569,홍대땡땡거리,서울특별시 마포구 서강로11길 18,32496,32496
MA0101202311A0084872,메가엠지씨커피중랑역점,,3110234,중랑역 4번,서울특별시 중랑구 망우로 203,69422,69422
MA010120220803500022,카페르뷰,,3120035,퇴계로5가,서울특별시 중구 퇴계로 282,105796,105796
MA0101202308A0015914,책씨시,,3110469,응암정보도서관,서울특별시 은평구 가좌로7나길 9,101582,101582
MA0101202306A0096493,보케토,,3110156,군자역 5번,서울특별시 광진구 천호대로112길 36,117335,117335
MA010120220804287346,페르마타,,3110539,미근동,서울특별시 서대문구 충정로6길 37,24623,24623
MA0106202406A2464787,스타벅스,불광역,3120092,불광역,서울특별시 은평구 통일로 715,64555,64555
MA010120220810074917,메가커피사가정역점,,3120068,사가정역,서울특별시 중랑구 면목로 316,20231,20231
MA0106202305A2268455,할리스커피KG,타워점,3120019,경찰청앞교차로,서울특별시 중구 통일로 92,23975,47950
MA010120220810073175,채피,,3120019,경찰청앞교차로,서울특별시 중구 통일로 92,23975,47950
MA010120220808243804,커피클리닉,,3120170,삼호가든사거리,서울특별시 서초구 고무래로 32,107296,107296
MA010120220807124330,달콩커피,,3110877,신림역 8번,서울특별시 관악구 남부순환로191길 7,110957,110957
MA010120220804260877,할리스커피,,3130315,문정동 로데오거리 상점가(문정동 로데오거리),서울특별시 송파구 동남로 126,48381,48381
MA010120220804817975,카페라모엘,,3111034,오동나무공원(송파레미니스1단지),서울특별시 송파구 마천로15길 14,170151,170151
MA010120220800021629,올림픽,,3120009,종로3가역,서울특별시 종로구 수표로 114,50481,50481
MA0101202311A0041909,카페샬롬,,3110144,어린이대공원역 4번,서울특별시 광진구 군자로 30,43143,43143
MA010120220803423049,요거트가족,신림점,3110885,영락고등학교,서울특별시 관악구 신림로36길 15,143687,143687
MA010120220805056060,더벤티마천역점,,3111046,마천역(마천초등학교),서울특별시 송파구 마천로57길 22,202377,202377
MA0101202211A0073610,오베스트,,3110558,경성고등학교,서울특별시 마포구 연남로11길 41,71131,71131
MA0101202406A0210576,릴트리츠,,3120102,서교동(홍대),서울특별시 마포구 동교로 126,36961,36961
MA010120220810056196,지현,,3120072,성신여대,서울특별시 성북구 동소문로24길 42,28257,28257
MA010120220813405832,더미라클,,3110095,한강진역 3번,서울특별시 용산구 한남대로27가길 1,20470,20470
MA0101202305A0117356,카페해화,,3120012,대학로(혜화역),서울특별시 종로구 대명1길 16-12,32610,32610
MA010120220810552541,큐브,,3110840,중앙대학교,서울특별시 동작구 흑석로13가길 43,87830,87830
MA010120220810489895,에그마카슈,건대점,3110144,어린이대공원역 4번,서울특별시 광진구 군자로 26,43143,43143
MA0101202211A0102296,피우,,3120198,구역삼세무서,서울특별시 강남구 역삼로 177,39618,39618
MA010120220800120719,카페7그램,,3120192,뱅뱅사거리,서울특별시 강남구 도곡로1길 14,35592,35592
MA010120220814371492,은하철도990,,3120243,천호역,서울특별시 강동구 구천면로 192,41483,124449
MA010120220811723475,감성커피,,3120243,천호역,서울특별시 강동구 구천면로 192,41483,124449
MA0101202310A0051340,달리는커피,,3120243,천호역,서울특별시 강동구 구천면로 192,41483,124449
MA010120220808641439,알에스카페,,3120223,휘문고교사거리,서울특별시 강남구 역삼로98길 23,34814,69628
MA010120220803724038,태범,,3120223,휘문고교사거리,서울특별시 강남구 역삼로98길 23,34814,69628
MA010120220808009101,커피코트공덕롯데캐슬,,3110578,대흥역 2번,서울특별시 마포구 숭문4길 21,118744,118744
MA0101202306A0092465,플러스82,중랑점,3110255,상봉역 4번,서울특별시 중랑구 동일로116길 13,233545,233545
MA010120220805533823,카페474-1,,3120136,영등포구청역,서울특별시 영등포구 당산로27길 23-1,31282,31282
MA010120220800623224,투썸플레이스임광빌딩점,,3120019,경찰청앞교차로,서울특별시 서대문구 통일로 81,23975,23975
MA0101202409A0067764,오하이오커피하우스,,3110154,광진정말공원,서울특별시 광진구 자양로13길 103,191746,191746
MA0101202406A0518708,바나다커피신림,신원점,3110871,신원동주민센터,서울특별시 관악구 신원로 1,98372,98372
MA010120220802958873,빠세,,3120034,중구청(퇴계로4가),서울특별시 중구 퇴계로 235,74138,222414
MA010120220806641906,문카페,,3120034,중구청(퇴계로4가),서울특별시 중구 퇴계로 235,74138,222414
MA010120220808703623,푸르시안블루,,3120034,중구청(퇴계로4가),서울특별시 중구 퇴계로 235,74138,222414
MA0101202406A0267903,더설연신내,직영점,3130167,연신내상점가(연빛거리),서울특별시 은평구 통일로83길 8,40745,40745
MA010120220806600385,메일빈,,3130117,정릉시장,서울특별시 성북구 솔샘로4길 50,61887,61887
MA0101202311A0075522,빽다방서,여의도점,3120148,국회의사당역(국회의사당),서울특별시 영등포구 국회대로70길 12,4533,4533
MA010120220805433645,매머드커피외대,후문점,3110214,경희대후문,서울특별시 동대문구 천장산로7길 16,97342,97342
MA0101202411A0042201,빽다방장안동,사거리점,3120067,장안동사거리,서울특별시 동대문구 장한로 140,53408,53408
MA010120220811902115,메건,,3120193,도산공원교차로,서울특별시 강남구 언주로149길 5,42449,42449
MA010120220808570886,디졸브,,3110335,석계역 7번,서울특별시 성북구 화랑로42길 40,143287,143287
