상가업소번호,상호명,지점명,kakao_score,kakao_reviewCount,naver_score,naver_reviewCount
MA010120220809821218,디저트39중랑신내SK,V1점,,,,
MA0101202307A0076692,디저트39지타워몰점,,,,,8
MA0101202309A0009329,디저트39행당점,,3.0,2.0,,11
MA0101202411A0110094,디저트공장138빙수&드링크,,,,,
MA0101202411A0101398,디저트다운,,4.7,3.0,,9
MA010120220803032311,디저트뒤쥬르,,4.3,15.0,4.53,123
MA010120220813856392,디저트라인업,,3.5,11.0,4.67,163
MA010120220803354607,디저트레오,,,,5.0,22
MA010120220814007232,디저트로이,,,,4.43,293
MA0101202302A0013882,디저트만드는고양이,,4.6,9.0,,17
MA010120220807086366,디저트머라이언,,4.5,67.0,4.5,289
MA0101202211A0081007,디저트문,,1.9,15.0,,487
MA010120220803822192,디저트바이제이,,4.6,14.0,,114
MA010120220808698972,디저트뷰,,4.8,17.0,4.72,65
MA010120220808726730,디저트식탁,,,,,276
MA010120220810155651,디저트아카데미,,4.7,19.0,4.67,225
MA0101202305A0147768,디저트옐로우,,,,,81
MA010120220804863484,디저트잇수,,4.4,8.0,,277
MA010120220807390075,디저트진진,,5.0,5.0,4.72,41
MA010120220805028908,디저트카페'윰',,4.7,21.0,4.61,43
MA010120220807410029,디저트카페낙타,,4.7,36.0,4.24,14
MA010120220800017772,디저트카페스테이,,,,,"1,458"
MA010120220803063953,디저트카페커피공원,,,,4.45,287
MA010120220813067823,디저트콩콩,,,,4.63,178
MA0101202406A0277669,디저트프룻,,,,,0
MA010120220810579923,디저트하우스,,3.7,7.0,,35
MA010120220809579284,디저티스트,,4.0,166.0,4.61,831
MA010120220812068880,디제르뷔,,3.9,12.0,4.46,36
MA010120220808570886,디졸브,,4.2,29.0,,233
MA0101202307A0011250,디진테제하이카페,,4.5,10.0,,22
MA010120220811938163,디카페아날로그,,4.9,7.0,4.32,27
MA010120220805332886,디커피:DCOFFEE,,,,4.25,2
MA010120220800207870,디케이1744,,,,,
MA0101202305A0036298,디케이올,,,,,
MA010120220808682783,디케이텍서플라이,,,,,
MA010120220807798168,디코이커피로스터스,,4.7,54.0,,
MA0101202409A0205839,디크레센도,,5.0,1.0,,175
MA0106202408A2122373,디키커피,신림점,,,,
MA010120220803909439,디터틀,,,,4.59,358
MA010120220809141129,디톡시,,5.0,3.0,4.53,18
MA0101202406A0182646,디톡시영등포공원점,,,,,
MA010120220814171205,디톡앤커피,,,,4.59,6
MA010120220806574754,디파인드엠,,,,,
MA010120220808160478,디팟카페,,,,4.35,299
MA010120220813345355,디퍼,,4.3,47.0,,40
MA010120220806398121,디폴트,,1.9,121.0,,0
MA010120220803368524,디폴트밸류,,4.3,60.0,4.55,397
MA010120220810382955,디폴트커피,,,,,0
MA010120220807175334,디폴트커피라이트,,1.0,1.0,4.44,3
MA010120220813753666,디프런트,,,,4.57,532
MA010120220811894409,디프커피,,4.7,28.0,4.77,170
MA0101202409A0046848,디프커피,,4.9,66.0,4.77,170
MA0101202406A0163211,디프커피온더바,,4.9,7.0,,158
MA010120220812693050,디플라트디플랏,,,,,
MA010120220809543666,디플랜,,,,,
MA0106202203A1542987,디플랜성,수지점,,,,
MA010120220814345041,디피스트,,4.4,95.0,4.54,376
MA010120220808273067,디피오리,,4.7,14.0,,384
MA010120220813891399,디허브플러스,,,,,
MA010120220803255548,딕시랜드,,,,,
MA0101202309A0025095,딜라잇,,,,,5
MA010120220806335596,딜란스쿠키,,4.9,8.0,,120
MA010120220812727819,딜리셔스플라워,,5.0,1.0,,
MA010120220812817542,딜리스,,5.0,2.0,4.64,93
MA0101202308A0022154,딜리커피망원,,,,,119
MA010120220812350842,딜카페,,4.2,6.0,,70
MA0101202303A0101886,딥그린,,5.0,2.0,,30
MA010120220800209217,딥까페,,3.2,59.0,,30
MA010120220804979229,딥스,,5.0,9.0,,48
MA010120220803280658,딥스츄,,,,4.14,0
MA010120220804265952,딥오리진&무지개,,,,,
MA0101202406A0366887,딥커피라운지,,3.2,59.0,,2
MA010120220809728856,딥키,,,,,
MA010120220806945925,딩그루,,5.0,2.0,,9
MA010120220814046373,딮다,,4.7,15.0,,59
MA010120220807571680,따뜻한하루에,,5.0,18.0,4.38,41
MA0101202406A0334835,따봉커피호프,,,,,0
MA010120220807732038,따시하루,,5.0,1.0,4.48,7
MA010120220808258677,따우전드,,,,,686
MA0101202406A0140494,따우전드,성수점,3.8,40.0,,686
MA0101202406A0083285,딱다구리커피,,4.7,3.0,,77
MA0101202409A0181917,딱따구리커피샾,,,,,
MA010120220803489479,딸깍발이코퍼레이션,,4.5,13.0,,
MA0101202308A0079084,땅콩카페,,5.0,1.0,4.53,25
MA010120220813426591,땡스,,,,,0
MA010120220812454214,땡스기빙,,,,,40
MA010120220800208023,땡스네이처카페,,4.2,100.0,4.53,668
MA010120220804422777,땡스어라떼,,5.0,2.0,,111
MA0101202308A0047402,땡스어라떼,,,,,111
MA010120220811823342,땡스오트,,4.1,154.0,4.51,"1,764"
MA0101202406A0004716,떠기다방,교대역점,,,,24
MA0101202301A0104964,떠기다방,강남구청역점,5.0,4.0,,24
MA0101202406A0244245,떠기다방,강남구청역점,5.0,4.0,,24
MA0106202307A2373712,떠기다방,교대역점,,,,24
MA0101202406A0081062,떡모다방,,,,,
MA010120220809923227,떼뚜,,4.3,9.0,,
MA010120220806633495,떼루와,답십리점,5.0,3.0,4.41,3
MA010120220806651183,떼루와,반포점,5.0,5.0,4.41,3
MA010120220813375456,떼루와노원,2호점,5.0,4.0,4.68,3
MA010120220812792124,떼루와도,봉산점,,,,
MA0106202303A0056225,떼르드카페,압구정점,,,,150
MA0101202406A0186188,떼아,,4.3,7.0,4.4,27
MA0101202406A0456475,떼아모,,,,,3
MA010120220800273668,떼제베,,4.0,1.0,4.04,2
MA010120220808249787,또;카페,,5.0,5.0,,14
MA010120220804433014,또다른여행,,,,,3
MA0106202403A1102511,또디저트,,5.0,5.0,,14
MA010120220802984278,또또커피호프,,,,,0
MA0101202306A0015415,또리커피,관악점,1.6,7.0,,1
MA010120220803862423,또바기윤쓰,,,,5.0,655
MA010120220811893934,또오옥,,,,,
MA010120220808737217,또와,,3.3,18.0,4.48,7
MA010120220803907993,뚜또에스프레소,,,,,0
MA010120220812173244,뚜또카페,,5.0,3.0,4.73,9
MA010120220803098237,뚜또페르뚜띠,,4.2,45.0,4.93,418
MA0101202305A0038220,뚜뚜빵빵,,,,,0
MA0101202310A0041188,뚜띠테이블,,,,4.63,"2,319"
MA010120220807565527,뚜띠한남,,4.5,31.0,,287
MA010120220813832725,뚝도청춘상인회협동조합,,,,,
MA0101202305A0152174,뚝섬로462,,,,,
MA010120220805378019,뚝섬역점빽다방,,3.4,5.0,4.5,14
MA010120220803134213,뚠뚠이샌드위치,,,,,0
MA010120220813453187,뚠뚠커피,,4.0,1.0,,4
MA010120220812992361,뚠스커피,,5.0,4.0,4.58,6
MA0101202406A0581113,뚱스필드,,,,,
MA010120220805278893,뜨개쟁이카페,,,,,3
MA010120220809597234,뜨락,,,,4.46,"1,089"
MA010120220809933162,뜨랑블랑,,,,4.74,226
MA010120220806552705,뜨아아아커피집,,3.9,55.0,,"1,128"
MA010120220810040813,뜰,,4.2,12.0,,91
MA010120220803399157,뜰과다원,,,,4.25,129
MA0101202406A0396099,뜰안,,3.9,71.0,,10
MA010120220804932932,뜰안에,,,,,7
MA010120220800035960,띠아모,동대문역점,,,4.53,6
MA010120220803754492,띠아모,강변점,,,4.53,6
MA010120220800513104,띠아모커피강서구청,사거리점,,,4.28,4
MA010120220800595606,띵스체인지,,5.0,22.0,4.48,58
MA010120220808539577,띵즈34,,4.7,3.0,,8
MA010120220814389343,띵크브레인웨이브,,3.0,4.0,,
MA010120220811776556,띵크테이블,,,,4.37,43
MA010120220801921142,띵킹커피,,2.5,12.0,4.61,108
MA010120220800287416,라구,,4.0,99.0,,681
MA0101202301A0025680,라까사로사,,,,,
MA010120220804015233,라꼼제이,,,,,
MA010120220809735630,라니네,,4.7,17.0,4.39,21
MA0106202407A0843415,라니커피,,,,,0
MA010120220800142079,라디오데이즈,,,,4.87,101
MA010120220800035353,라디오엠,,2.7,56.0,4.22,382
MA010120220803660058,라떼곰,,3.5,2.0,3.7,9
MA010120220800511951,라떼앤퐁당,,5.0,1.0,,95
MA010120220809299754,라떼와모카,,,,,
MA010120220810189479,라떼유,,4.9,13.0,,35
MA0101202305A0076477,라떼이즈,,4.8,9.0,,31
MA0101202311A0083122,라떼킹,신촌점,,,4.51,30
MA010120220804817775,라떼킹,,3.0,3.0,4.51,30
MA0101202301A0011617,라떼킹,성수점,3.0,1.0,4.51,30
MA010120220803029459,라떼킹,,3.7,6.0,4.51,30
MA010120220803982182,라떼킹북한산점,,3.9,7.0,4.51,30
MA010120220803664191,라떼플로라,,3.4,20.0,4.33,138
MA0101202305A0149683,라떼홀,,,,,17
MA0101202406A0208320,라뚜셩트,,,,4.51,"1,062"
MA010120220807170573,라라,,5.0,3.0,,408
MA010120220812437711,라라곰,,5.0,6.0,,61
MA010120220803906375,라라제이,,5.0,7.0,4.55,37
MA0101202406A0134146,라라커피,,5.0,2.0,,10
MA010120220813974879,라라피크닉,,,,,0
MA010120220800978275,라루,,5.0,4.0,4.37,4
MA010120220814252824,라루라루,3호점,5.0,3.0,4.51,12
MA010120220800508831,라루라루,,4.0,4.0,4.51,12
MA0101202411A0024288,라루라루2,,5.0,2.0,4.49,6
MA010120220802961319,라르고,,4.9,8.0,,456
MA0101202406A0489527,라르고,,,,,456
MA0101202303A0112624,라르티스타,,,,,395
MA010120220808409405,라리,,2.7,31.0,,
MA010120220813312686,라마노커피로스터스,,4.4,7.0,,
MA0101202406A0216656,라마커피,,5.0,1.0,,4
MA010120220804465399,라메종드플레,,3.7,6.0,,
MA0101202305A0098074,라모카,,,,,
MA010120220813928456,라무어L'amour,,,,,
MA010120220809277733,라미스콘앤지민스통,,,,,
MA010120220803105108,라미카페,,3.5,2.0,4.8,2
MA010120220807329849,라미토스,,,,,
MA010120220811725288,라바트리,,4.1,23.0,,287
MA0101202311A0030034,라바트리서울숲,,4.1,29.0,,287
MA010120220803171954,라베이유,,4.0,4.0,,9
MA010120220810039709,라벤더,,,,,86
MA010120220812273777,라벨플레르,,,,4.49,21
MA010120220806550179,라보아르,,5.0,10.0,,68
MA0101202303A0067728,라보아트블루,,4.1,37.0,,158
MA010120220806472430,라브리,,5.0,4.0,4.67,64
MA010120220813500674,라브리사커피,,4.8,12.0,,11
MA010120220813658664,라비다커피서울여대점,,,,,
MA010120220811919581,라비쏭,,5.0,4.0,,
MA010120220812057326,라비앙코코,,4.4,23.0,4.94,178
MA010120220806283732,라비타,,,,,2
MA010120220800986700,라빈느,,,,4.86,31
MA010120220804274371,라빈스,,,,4.43,29
MA0101202406A0169618,라빠숑,,5.0,3.0,,58
MA010120220809774746,라뽀즈,,,,,634
MA010120220806811018,라뿔,,4.6,49.0,4.68,206
MA0101202309A0071333,라샤린파츠,,4.8,22.0,,165
MA010120220802910916,라스베이글,성수점,5.0,3.0,,2
MA0101202406A0166923,라스베이글AIA,타워점,,,,0
MA0101202307A0016220,라스베이글여의도IFC몰,,3.5,8.0,,45
MA010120220801669913,라스투어,,,,,
MA0101202307A0020288,라스팔마스강서,구청점,,,,4
MA010120220808369981,라스페스,,5.0,2.0,4.78,46
MA010120220812653062,라시따델라모다,,4.0,2.0,4.45,14
MA010120220808657394,라시쓰커피,,5.0,1.0,4.57,12
MA0101202308A0082115,라쎄리즈,,5.0,1.0,,33
MA010120220800450670,라에비뉴,,4.3,26.0,,468
MA0101202306A0070198,라연커피,,,,,
MA010120220812320789,라오상하이,,4.3,43.0,,
MA010120220811868889,라오상하이찻집,논현점,4.4,23.0,,
MA010120220800440925,라온,,4.3,6.0,4.85,225
MA010120220807014368,라온,,5.0,10.0,4.85,225
MA010120220807497471,라온,,2.5,19.0,4.85,225
MA0101202406A0012971,라온까페,,,,4.72,35
MA010120220813720786,라온순간,,5.0,2.0,,
MA010120220807049612,라온아토,홍은점,5.0,3.0,,56
MA010120220810960273,라온아토,,4.5,8.0,,56
MA010120220802282857,라온제나,,,,,6
MA0101202406A0061658,라온카페,,5.0,2.0,,9
MA010120220806626583,라온커피,,5.0,6.0,,47
MA0101202406A0524134,라운,,5.0,1.0,,32
MA010120220813676655,라운드브릭,,4.6,21.0,4.85,148
MA0101202305A0094773,라운드앤드,망원점,3.8,13.0,4.42,"1,372"
MA010120220810203314,라운드코너,,4.0,9.0,,36
MA010120220803903262,라운드테이블,,,,,0
MA010120220806703224,라운지,,,,,1
MA010120220810191020,라운지223,,,,5.0,10
MA010120220813191304,라운지리포즈,,,,,
MA010120220813096783,라운지어반,,,,,0
MA0106202304A0037368,라운지엑스에스프레소바,합정점,,,,
MA010120220813775884,라운지윤춘선,,,,,
MA0101202409A0139823,라운지카페,,,,,84
MA0101202406A0210503,라운지클라리멘토,,4.8,34.0,,133
MA0106202201A0636259,라운지탐탐,,,,,
MA010120220810060893,라운지한남,,4.1,8.0,4.67,38
MA010120220813858501,라운징북스,,4.2,5.0,,
MA010120220800171883,라움에프앤씨(RaumF&CInc)주,,,,,
MA010120220806984219,라움제이,,,,,0
MA0101202209A0037079,라이브러리,,5.0,5.0,,4
MA010120220804283030,라이브홀리데이,,,,,8
MA0106202201A0041400,라이언스커피로스터스,,,,4.81,76
MA010120220800252042,라이언킹,,,,,
MA010120220808914831,라이온프라이드,,,,,175
MA010120220813329962,라이크,,5.0,4.0,,51
MA010120220806508673,라이크라떼,,,,4.5,1
MA0101202409A0029803,라이크어시네마,석촌점,3.8,6.0,,86
MA010120220802375069,라이크어시네마,,,,,86
MA010120220812302866,라이크잇,,4.9,15.0,,24
MA0101202302A0018825,라이크잇커피앤북스,,,,4.83,2
MA010120220813371147,라이크커피,,5.0,2.0,4.37,19
MA010120220807372112,라이킷,,5.0,4.0,4.87,8
MA0101202406A0155668,라이트닝커피,,,,4.35,4
MA010120220800095406,라이트업커피,신논현점,1.0,1.0,4.56,1
MA010120220806762131,라이트잇,,,,,36
MA010120220800087173,라이프커피컴퍼니,,4.4,20.0,,
MA0101202409A0205754,라이프트리LifeTree,,,,4.44,26
MA010120220803873389,라인,,,,,2
MA010120220803318125,라인업커피,,5.0,1.0,,2
MA010120220813476510,라인에프앤씨,,,,,
MA0101202411A0121336,라인익선,,,,,80
MA010120220803049570,라일락,,,,4.13,0
MA010120220804033399,라임,,5.0,2.0,4.44,660
MA010120220800621393,라임타임,,5.0,1.0,4.39,117
MA010120220803769840,라잇미,,3.3,4.0,,
MA010120220810209636,라젠커피,,2.0,1.0,4.55,84
MA010120220806882876,라케이브래빗,,,,,
MA010120220804069463,라콜롬브,코리아,3.6,23.0,4.52,280
MA010120220813010673,라쿤,,,,,1
MA010120220810365960,라클로슈,,5.0,3.0,4.32,13
MA0101202311A0002213,라텐카페,,,,,
MA010120220812079579,라토스타도르,,,,,
MA010120220810361339,라트,,5.0,2.0,4.42,145
MA010120220814006766,라트,,4.6,36.0,4.42,145
MA0101202406A0209195,라파리나금호,,4.9,8.0,,115
MA0101202212A0097624,라파예트,,4.4,14.0,,80
MA010120220813165388,라파파라,,3.6,5.0,,68
MA010120220800220180,라페,,5.0,6.0,4.54,39
MA0101202406A0385440,라페루즈,,,,4.48,2
MA010120220809591376,라포레스타,,4.6,41.0,4.44,196
MA010120220805365173,라포르엘보나바시움-랜디스도넛연남점,,3.4,295.0,,
MA010120220812025126,라프레,,,,,244
MA0101202406A0483506,라프레서촌점,,,,,
MA010120220813712584,라프레아,,4.1,7.0,,116
MA010120220806964255,라프리앙,,,,,
MA0101202210A0001003,라프텔,,,,,12
MA010120220808672071,라프하우스,,4.4,20.0,4.91,359
MA0101202406A0359046,라피스,,5.0,3.0,,20
MA0101202406A0299454,라헬의부엌,논현점,,,,"1,929"
MA010120220800783875,라휘사주카페,,,,,
MA010120220812260385,라흰,,4.8,4.0,,
MA010120220800493301,락,,,,4.5,4
MA010120220805155663,락동산,,,,,
MA010120220812142551,락떼스피릿,,,,4.76,850
MA0101202411A0113949,란,,,,4.59,109
MA010120220800129179,란생과일쥬스,,4.7,3.0,,
MA010120220802691011,란성엔제리너스롯데시네마,영등포점,3.7,3.0,,
MA0106202201A1382983,란성엔제리너스커피롯데영등포역사,,,,,
MA010120220808621957,란성엔제리너스커피롯데영등포역사점,,2.3,4.0,,
MA010120220813055604,란스,,,,4.7,580
MA010120220812487641,란커피,,,,,1
MA010120220800296770,랄랄라350,,,,4.32,43
MA010120220814185754,랏츠,코리아,,,,46
MA0101202307A0104138,랑꼬뉴,,3.9,36.0,,134
MA010120220806986588,랑데자뷰,,,,4.23,477
MA0101202409A0110642,랑데자뷰,,2.7,26.0,4.23,477
MA0101202301A0031149,랑데자뷰,용산아이파크몰점,,,4.23,477
MA010120220810480245,랑데자뷰NC,구로점,,,4.68,103
MA010120220808281765,랑데자뷰건대,,2.7,26.0,4.35,571
MA010120220808742451,랑데자뷰대학로,,3.3,34.0,4.23,477
MA0101202411A0136011,랑데자뷰시흥,홈플러스점,3.2,6.0,4.33,606
MA010120220813153787,랑데자뷰약수,,,,,
MA010120220814106376,랑데자뷰왕십리역점,,2.3,7.0,4.42,117
MA010120220812821848,랑세,,4.0,4.0,4.56,9
MA0101202409A0230401,랑주317,,3.9,8.0,,16
MA010120220808486005,랑카커피생과일쥬스,,,,,
MA0101202211A0007560,랑컴퍼니_베씨더스콘,,,,,
MA0101202411A0053864,랑쿠,,4.4,7.0,,30
MA010120220811697992,래,,,,4.71,2
MA010120220804967141,래디언트101,,,,,
MA010120220811734521,래디컬브루잉클럽,,4.8,64.0,4.67,146
MA010120220809797031,래뮤,,3.1,21.0,,200
MA0101202301A0007720,래빗,,,,,77
MA010120220814002951,래쉬,,4.7,3.0,4.29,7
MA010120220812842200,래오코퍼레이션,,,,,
MA010120220809990312,래포커피,,4.7,3.0,4.63,1
MA0101202406A0007216,래피소드커피,,4.7,7.0,,67
MA010120220809899354,래핀,,5.0,3.0,4.51,43
MA010120220804432672,래핑포레스트,,,,4.55,112
MA010120220803253508,래핑폭스,,4.1,17.0,4.44,376
MA010120220812652282,랙돌고양이카페디캣,,5.0,5.0,,
MA0101202306A0109499,랜드폴커피,,4.5,46.0,,111
MA0101202305A0183667,랠리쉬커피,,4.8,11.0,,37
MA010120220805398390,램미커피,,4.9,38.0,,48
MA0101202406A0251158,램커피,,,,,6
MA010120220800599549,랩로스팅카페,,,,4.48,5
MA0101202212A0069165,랩트,,4.6,16.0,,178
MA0101202303A0025908,랭보,,,,,275
MA010120220805690336,랭스영카페앤펍,,,,,
MA0101202308A0066382,러드디,,5.0,1.0,,10
MA0101202406A0242591,러브레플리카,,5.0,1.0,,25
MA010120220808500926,러브섬,,,,4.29,0
MA0101202411A0019781,러브앤피스,,5.0,1.0,,220
MA010120220806709791,러브이즈아트아틀리에,,4.3,15.0,,36
MA010120220811810724,러브잇러브앳,,,,,0
MA010120220807023476,러브커피,,,,4.17,0
MA0101202309A0006649,러브플루토LUVPLUTO,,4.9,14.0,,
MA010120220812270904,러블루,,4.4,7.0,4.48,21
MA010120220803952844,러블리,,,,4.5,0
MA010120220803200534,러블티,,4.7,12.0,4.29,32
MA010120220806809586,러비니돌,,4.5,2.0,4.57,82
MA010120220810664686,러빙헛주,,4.7,22.0,,
MA0101202305A0019772,러프,,4.8,12.0,,113
MA010120220807212908,러프글로스,,,,,152
MA010120220810431803,러프러프,,,,,"1,409"
MA0101202409A0181693,러피,,,,,23
MA010120220810162578,럭럭카페,,4.3,12.0,,148
MA010120220808330451,럭스카페,,,,4.32,2
MA0101202409A0077763,럭키스팟한예종점,,5.0,3.0,,35
MA0101202406A0363334,런던할머니집,,,,,
MA010120220809815569,런어웨이,,4.6,11.0,,43
MA010120220812889031,런이트,,4.8,47.0,4.8,646
MA0101202406A0281010,런치백,,4.0,13.0,,209
MA0101202210A0065835,런트베이크,,5.0,5.0,,
MA010120220806090690,럼버잭,,4.1,54.0,4.38,344
MA010120220813737866,레가,,,,4.53,4
MA010120220814241034,레귤러서비스,,,,,340
MA010120220805150704,레끄레오,,4.1,14.0,,4
MA0106202301A0027087,레더라에쓰에프씨점(LADER,,,,,
MA010120220812776735,레드닷커피,,4.9,9.0,,67
MA010120220812442151,레드라인,,,,4.5,6
MA010120220811789588,레드리프커피팩토리,,4.7,12.0,4.74,50
MA0101202309A0063715,레드애플,,4.3,3.0,,17
MA0101202209A0044030,레드애플강남파이낸스,센터점,,,,80
MA010120220807989783,레드애플롯데백화점,잠실점,3.7,3.0,4.56,140
MA010120220804626736,레드콜리,,3.6,5.0,4.48,0
MA010120220800144967,레드텅서래,마을점,5.0,5.0,,
MA010120220814354744,레드테이프,,5.0,3.0,,11
MA010120220812222065,레드포션,,3.9,18.0,,273
MA010120220813775869,레드플랜트,,,,4.39,293
MA010120220810065008,레드플랜트,,4.2,70.0,4.39,293
MA010120220813604898,레디스페이스,,5.0,1.0,,
MA010120220808391136,레띠에,,,,,113
MA010120220813376385,레레플레이,,2.4,46.0,4.53,958
MA0101202303A0062088,레모커피,,4.3,3.0,4.33,165
MA010120220800841757,레몬드,,4.9,14.0,4.82,67
MA0101202406A0472298,레몬밀크티,,5.0,1.0,4.69,107
MA010120220803710269,레몬버베나,,,,,317
MA010120220801043923,레몬시티,,,,4.8,35
MA010120220800132749,레몬트리카페,,5.0,1.0,,9
MA010120220805935059,레미제라블,,,,4.37,13
MA010120220804328610,레미제라블,,5.0,1.0,4.37,13
